mode,load,0_densenet121-32,1_densenet161-8,2_resnet18-2
mps-uncap,0.8,27.881481647491455,35.50936698913574,9.51787233352661
mps-uncap,0.9,26.615171432495124,35.69249153137207,10.38403034210205
mps-uncap,1.0,26.29082202911377,35.591726303100586,10.311064720153803
mps-uncap,0.5,29.07619714736938,32.31806993484497,7.722425460815431
mps-uncap,0.6,27.743544578552246,34.36532020568847,8.734476566314697
mps-uncap,0.7,27.6314640045166,34.70599174499512,8.960998058319092
mps-uncap,0.1,32.098388671875,35.68029403686525,6.3868045806884775
mps-uncap,0.2,28.460626602172848,31.95119619369506,6.722431182861328
mps-uncap,0.3,28.399276733398445,30.968737602233897,7.271599769592286
mps-uncap,0.4,28.42146158218384,28.364288806915283,8.050861358642576
