mode,load,0_densenet121-32,1_densenet161-8,2_resnet18-2
mps-uncap,0.8,61.917781829833984,55.79233169555664,9.971141815185547
mps-uncap,0.9,450.25110244750977,738.0168437957764,1614.9758100509644
mps-uncap,1.0,4106.245279312134,4352.8114557266235,4121.029853820801
mps-uncap,0.5,27.50074863433838,27.80282497406006,3.687143325805664
mps-uncap,0.6,30.122756958007812,29.649734497070312,4.088997840881348
mps-uncap,0.7,38.16962242126465,34.31057929992676,5.354166030883789
mps-uncap,0.1,22.554755210876465,28.438925743103027,4.550814628601074
mps-uncap,0.2,21.226048469543457,19.66714859008789,4.301548004150391
mps-uncap,0.3,21.23284339904785,19.867658615112305,4.416704177856445
mps-uncap,0.4,24.713754653930664,21.236896514892578,4.039287567138672
