mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,2.1948814392089844,17.169475555419922,2.258777618408203
mig,1.0,3.3669471740722656,16.62278175354004,3.1065940856933594
