mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,2.805471420288086,18.12148094177246,3.4720897674560547
mig,1.0,3.5173892974853516,17.15683937072754,3.346681594848633
