mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
