mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,2.604961395263672,17.67575740814209,3.0972957611083984
mig,1.0,3.4046173095703125,16.820907592773438,3.178119659423828
