mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,12.375593185424805,24.507522583007812,14.617443084716797
mig,1.0,16.144990921020508,25.522708892822266,15.029668807983398
