mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,2.6051998138427734,17.67587661743164,3.097414970397949
mig,1.0,3.4046173095703125,16.820907592773438,3.178119659423828
