mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,2.8057098388671875,18.12148094177246,3.4722566604614267
mig,1.0,3.5173892974853516,17.15707778930664,3.3469200134277344
