mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,12.375831604003906,24.507761001586914,14.617443084716797
mig,1.0,16.14522933959961,25.522947311401367,15.029668807983398
