mode,load,0_vgg13-2,1_densenet169-2,2_squeezenet1_1-8
mps-uncap,1.0,3.021397590637206,18.630082607269284,3.74603271484375
mig,1.0,3.7643909454345703,17.80952453613282,3.8542747497558594
