mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,0.1,6.866574287414551,6.893396377563477,6.951332092285156,6.986260414123535
mig,0.3,4.625797271728516,5.708217620849609,5.717039108276367,6.7005157470703125
mig,0.4,4.403829574584961,4.741907119750977,4.626989364624023,5.640506744384766
mig,0.5,4.193782806396484,4.219532012939453,4.235267639160156,5.390644073486328
mig,0.6,4.309535026550293,4.134178161621094,4.272222518920898,5.709171295166016
mig,0.7,4.815578460693359,5.032539367675781,4.973173141479492,6.570100784301758
mig,0.8,7.240772247314453,6.318211555480957,6.394863128662109,9.131193161010742
mig,0.9,10.280847549438477,9.453415870666504,11.982321739196777,14.09006118774414
mig,1.0,370.82910537719727,172.44720458984375,799.3805408477783,236.42992973327637
mig,0.2,7.117271423339844,7.1402788162231445,7.189393043518066,7.611513137817383
