mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,0.1,10.329394340515135,11.239500045776373,10.990104675292974,8.540606498718246
mig,0.3,12.395725250244144,15.157346725463855,14.302272796630854,14.462661743164075
mig,0.4,13.290660381317132,14.158201217651351,13.673520088195799,14.006338119506838
mig,0.5,13.283872604370119,12.288608551025389,12.565784454345678,18.56688976287842
mig,0.6,14.478094577789307,11.030056476593016,13.939599990844771,18.217062950134235
mig,0.7,16.054191589355426,18.005099296569828,17.973709106445312,23.62416982650755
mig,0.8,31.47591590881349,24.19734001159671,29.297714233398498,57.08169937133802
mig,0.9,45.42645454406739,43.41263532638552,68.12327623367302,91.86679840087885
mig,1.0,756.550240516663,351.11773014068604,1636.385841369629,506.6647052764893
mig,0.2,14.572057723999023,14.630134105682371,15.87345123291015,14.811878204345717
