mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,0.1,7.595362663269042,7.573461532592773,7.602887153625489,7.776033878326414
mig,0.3,7.217941284179688,7.155570983886719,7.205781936645504,7.6845765113830575
mig,0.4,5.802273750305173,6.161499023437498,6.046593189239498,6.8860626220703125
mig,0.5,5.299339294433606,4.986276626586914,4.880876541137694,6.242084503173832
mig,0.6,4.456524848937988,4.348535537719724,4.490451812744142,5.012462139129637
mig,0.7,3.7137699127197235,3.402023315429688,3.651981353759761,4.58827018737793
mig,0.8,3.094196319580078,3.0059814453125,2.9979038238525395,4.023118019104004
mig,0.9,3.028278350830078,3.0362606048583984,3.0050277709960938,4.0171051025390625
mig,1.0,2.9799938201904297,2.9445290565490723,2.9777073860168457,4.024267196655273
mig,0.2,7.854814529418946,7.739911079406738,7.881238460540771,8.059051036834717
