mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,0.1,0.011205673217773438,0.010967254638671875,0.010728836059570312,0.010967254638671875
mig,0.3,0.00858306884765625,0.008821487426757812,0.009298324584960938,0.010251998901367188
mig,0.4,0.0095367431640625,0.008344650268554688,0.008344650268554688,0.009298324584960938
mig,0.5,0.00858306884765625,0.00858306884765625,0.008344650268554688,0.009298324584960938
mig,0.6,0.008344650268554688,0.008344650268554688,0.00858306884765625,0.00858306884765625
mig,0.7,0.008106231689453125,0.008344650268554688,0.008344650268554688,0.008821487426757812
mig,0.8,0.00858306884765625,0.008344650268554688,0.008106231689453125,0.008106231689453125
mig,0.9,0.008106231689453125,0.008106231689453125,0.009059906005859375,0.009059906005859375
mig,1.0,0.010728836059570312,0.01049041748046875,0.010967254638671875,0.009298324584960938
mig,0.2,0.01049041748046875,0.010967254638671875,0.011205673217773438,0.012159347534179688
