mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_large-4,3_mobilenet_v3_large-4
mig,0.1,2.7701854705810547,2.7801990509033203,2.786397933959961,3.9370059967041016
mig,0.3,2.7151107788085938,2.7115345001220703,2.726316452026367,3.9336681365966797
mig,0.4,2.6941299438476562,2.7379989624023438,2.679586410522461,3.9300918579101562
mig,0.5,2.7751922607421875,2.7112960815429688,2.7611255645751953,3.923654556274414
mig,0.6,2.7217864990234375,2.741575241088867,2.756357192993164,3.9243698120117188
mig,0.7,2.7506351470947266,2.7582645416259766,2.7604103088378906,3.9243698120117188
mig,0.8,2.8336048126220703,2.7322769165039062,2.6803016662597656,3.923654556274414
mig,0.9,2.7685165405273438,2.7360916137695312,2.7484893798828125,3.927469253540039
mig,1.0,2.780437469482422,2.8014183044433594,2.7971267700195312,3.936290740966797
mig,0.2,2.752065658569336,2.7589797973632812,2.8290748596191406,3.9277076721191406
