mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,1.0,31.21352195739746,4.036664962768555,1.9762516021728516
mig,1.0,61.005353927612305,3.946065902709961,2.0608901977539062
