mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16,2_mobilenet_v3_large-16,3_mobilenet_v3_large-16
mig,0.1,0.0737905502319336,0.5742073059082068,0.07328987121582034,3.885221481323265
mig,0.2,4.2245626449585005,4.111385345458985,4.510712623596191,7.010936737060547
mig,0.3,6.30640983581543,6.597995758056641,6.303405761718755,11.191105842590332
mig,0.4,7.86881446838379,7.886767387390137,7.852196693420412,13.880634307861328
mig,0.6,13.877153396606445,15.064716339111332,16.751122474670414,28.443765640258786
mig,0.7,24.788498878479004,22.099971771240234,21.330976486206055,41.10326766967773
mig,0.8,38.325691223144545,33.60397815704347,38.406038284301744,59.389591217041016
mig,0.9,67.63286590576178,74.84843730926517,85.44635772705078,146.76642417907715
mig,1.0,810.7925891876221,392.4110889434815,202.86223888397217,889.3065690994263
mig,0.5,11.165857315063477,11.231803894042969,11.360979080200197,19.735336303710938
