mode,load,0_efficientnet_b7-4,1_resnet34-2,2_vgg11-8
mps-uncap,0.8,116.09950065612793,31.230211257934585,36.26039028167724
mps-uncap,0.9,249.0322589874268,146.14515304565433,1250.2345561981201
mps-uncap,1.0,1560.2941036224363,3336.0226392745976,5959.620380401611
mps-uncap,0.5,50.5955219268799,11.537814140319824,10.390162467956548
mps-uncap,0.6,55.42182922363281,12.598371505737305,13.167858123779297
mps-uncap,0.7,83.76500606536864,17.982053756713867,23.47426414489746
mps-uncap,0.1,47.68099784851074,9.035181999206543,6.2462568283081055
mps-uncap,0.2,39.716243743896484,11.746644973754881,6.7269325256347665
mps-uncap,0.3,39.185285568237305,13.278245925903322,7.6012372970581055
mps-uncap,0.4,39.12613391876221,12.933850288391113,8.58604907989502
