mode,load,0_densenet169-8,1_densenet169-8
mig,0.1,0.0133514404296875,0.019311904907226562
mig,0.2,0.01239776611328125,0.012159347534179688
mig,0.3,0.011920928955078125,0.011920928955078125
mig,0.4,0.009059906005859375,0.011444091796875
mig,0.5,0.010013580322265625,0.011205673217773438
mig,0.6,0.010013580322265625,0.009298324584960938
mig,0.7,0.011682510375976562,0.011682510375976562
mig,0.8,0.011205673217773438,0.010013580322265625
mig,0.9,0.010728836059570312,0.012874603271484375
mig,1.0,0.011205673217773438,0.012159347534179688
