mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_resnet34-8,3_vgg13-32
mps-uncap,1.0,0.00286102294921875,0.008344650268554688,0.0007152557373046875,0.0007152557373046875
