mode,load,0_densenet121-8,1_mobilenet_v3_small-8,2_vgg11-8
mps-uncap,0.8,273.2585539684463,1118.2798734110863,1537.3165104984464
mps-uncap,0.9,314.35787098130214,1240.7654477222338,1750.3878371772441
mps-uncap,1.0,346.41854620756936,1397.3054679144154,1936.2763757237499
mps-uncap,0.5,189.44166963154382,703.7559702163484,965.2034224769005
mps-uncap,0.6,207.8255752640133,858.105212841066,1157.642067645689
mps-uncap,0.7,243.58062375551958,972.762360945721,1380.202867546298
mps-uncap,0.1,37.995065303808836,144.37723838272365,196.33053599832897
mps-uncap,0.2,68.31510792545423,279.80982495519413,376.2230397717326
mps-uncap,0.3,108.33615417943366,426.75479059093516,601.2198197310843
mps-uncap,0.4,137.47247710023214,554.0908318678039,772.0269002634527
