mode,load,0_densenet121-8,1_mobilenet_v3_small-8,2_vgg11-8
mps-uncap,0.8,7.007122039794922,2.305269241333008,3.148794174194336
mps-uncap,0.9,6.959199905395508,2.3031234741210938,3.1685829162597656
mps-uncap,1.0,7.052183151245117,2.312898635864258,3.184795379638672
mps-uncap,0.5,6.930351257324219,2.2797584533691406,3.1516551971435547
mps-uncap,0.6,7.043600082397461,2.305746078491211,3.1447410583496094
mps-uncap,0.7,6.908416748046875,2.3055076599121094,3.1585693359375
mps-uncap,0.1,7.228374481201172,2.3937225341796875,3.1630992889404297
mps-uncap,0.2,6.943225860595703,2.340555191040039,3.1609535217285156
mps-uncap,0.3,6.890773773193359,2.355337142944336,3.152132034301758
mps-uncap,0.4,7.071495056152344,2.344369888305664,3.1430721282958984
