mode,load,0_densenet121-8,1_mobilenet_v3_small-8,2_vgg11-8
mps-uncap,0.8,68.11008691787718,21.42910480499268,27.043490409851067
mps-uncap,0.9,162.55509853363068,47.01472282409672,38.727667331695564
mps-uncap,1.0,550.9872794151306,266.26253843307506,244.4762849807739
mps-uncap,0.5,27.877225875854442,14.798474311828606,9.5439624786377
mps-uncap,0.6,31.026434898376504,15.19528627395631,12.244319915771479
mps-uncap,0.7,39.703094959259076,16.567692756652814,18.15657615661622
mps-uncap,0.1,13.645529747009322,6.160702705383301,3.1839370727539067
mps-uncap,0.2,16.958951950073214,10.165987014770467,4.111266136169435
mps-uncap,0.3,25.113241672515866,10.539262294769287,5.539450645446793
mps-uncap,0.4,26.477565765380838,14.256243705749498,6.475305557250973
