mode,load,0_densenet121-8,1_mobilenet_v3_small-8,2_vgg11-8
mps-uncap,0.8,14.166593551635742,4.171609878540039,3.5157203674316406
mps-uncap,0.9,18.88751983642578,4.592657089233398,3.7238597869873047
mps-uncap,1.0,22.496581077575684,5.210757255554199,3.86810302734375
mps-uncap,0.5,12.907981872558594,5.244016647338867,3.331422805786133
mps-uncap,0.6,12.657642364501953,4.482507705688477,3.3707618713378906
mps-uncap,0.7,12.6570463180542,4.248142242431641,3.442525863647461
mps-uncap,0.1,16.992807388305664,6.071567535400391,3.284454345703125
mps-uncap,0.2,16.597270965576172,5.924582481384277,3.2851696014404297
mps-uncap,0.3,16.16668701171875,5.850672721862793,3.2739639282226562
mps-uncap,0.4,13.981223106384277,5.720973014831543,3.2978057861328125
