mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,60.65177917480469,33.53571891784668,15.888214111328125
mps-uncap,0.9,61.36035919189453,34.34944152832031,14.513015747070312
mps-uncap,1.0,57.968854904174805,34.581899642944336,16.428709030151367
mps-uncap,0.5,53.86042594909668,29.17194366455078,13.314962387084961
mps-uncap,0.6,54.993629455566406,31.908035278320312,13.337135314941406
mps-uncap,0.7,54.79574203491211,32.39011764526367,13.60011100769043
mps-uncap,0.1,32.958984375,18.33486557006836,12.289047241210938
mps-uncap,0.2,41.69273376464844,24.295330047607422,12.368202209472656
mps-uncap,0.3,47.54042625427246,24.515628814697266,12.603521347045898
mps-uncap,0.4,47.95527458190918,31.165361404418945,12.524843215942383
