mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,53.778791427612305,28.763294219970703,12.683773040771484
mps-uncap,0.9,56.828022003173835,30.624675750732422,12.951493263244629
mps-uncap,1.0,53.649282455444336,31.37094974517822,13.289737701416016
mps-uncap,0.5,37.534570693969734,21.192169189453125,11.987948417663574
mps-uncap,0.6,44.201374053955085,23.05111885070801,12.244200706481934
mps-uncap,0.7,48.10967445373535,25.97975730895996,12.491655349731445
mps-uncap,0.1,25.324583053588867,12.748384475708008,10.978317260742188
mps-uncap,0.2,29.13589477539062,16.160964965820312,11.293458938598633
mps-uncap,0.3,29.27248477935791,17.74139404296875,11.370420455932617
mps-uncap,0.4,32.24806785583496,19.001865386962887,11.653900146484375
