mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,10.326623916625977,4.873037338256836,10.735034942626953
mps-uncap,0.9,10.364294052124023,4.864931106567383,10.781526565551758
mps-uncap,1.0,11.054277420043945,5.013227462768555,10.813474655151367
mps-uncap,0.5,10.185480117797852,4.831790924072266,10.727167129516602
mps-uncap,0.6,10.43081283569336,4.901885986328125,10.693073272705078
mps-uncap,0.7,10.27226448059082,4.887819290161133,10.72835922241211
mps-uncap,0.1,10.602712631225586,4.95457649230957,10.678529739379883
mps-uncap,0.2,10.784387588500977,5.007028579711914,10.663747787475586
mps-uncap,0.3,10.625362396240234,4.960775375366211,10.658979415893555
mps-uncap,0.4,10.333776473999023,4.875421524047852,10.644674301147461
