mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,203.40950012207017,120.42319774627683,98.77814292907726
mps-uncap,0.9,623.1646823883058,369.55813169479376,295.91901302337646
mps-uncap,1.0,1433.0127239227295,4312.052140235902,1671.6579794883728
mps-uncap,0.5,68.56412410736093,43.4205055236816,42.68115043640133
mps-uncap,0.6,143.34827184677135,61.03598117828364,57.202105522155755
mps-uncap,0.7,112.22041606903082,71.72060012817383,60.47581672668452
mps-uncap,0.1,36.95038080215449,18.21668148040772,19.933593273162842
mps-uncap,0.2,41.657938957214355,22.980232238769528,21.43805503845215
mps-uncap,0.3,52.78367042541503,29.25216674804687,26.77960395812991
mps-uncap,0.4,50.87004423141482,34.242620468139656,33.629279136657715
