mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,62.11845874786376,39.27779197692871,47.94979095458985
mps-uncap,0.9,253.8286209106449,127.7645111083984,137.6618146896363
mps-uncap,1.0,1112.2682094573975,3284.778308868409,1465.571641921997
mps-uncap,0.5,13.769149780273445,10.211491584777834,13.131499290466316
mps-uncap,0.6,23.998332023620623,13.702630996704107,19.522285461425785
mps-uncap,0.7,30.36932945251466,19.349098205566406,25.413799285888675
mps-uncap,0.1,0.07171630859375,0.07557868957519531,0.07321834564208984
mps-uncap,0.2,0.19116401672362707,0.07715225219726562,4.364776611328125
mps-uncap,0.3,4.12313938140871,3.2367706298828187,7.327079772949219
mps-uncap,0.4,11.239719390869142,6.3481807708740225,10.221672058105467
