mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,2.1103620529174805,0.13518333435058594,10.437965393066406
mps-uncap,0.9,36.41080856323242,20.746350288391113,31.66508674621582
mps-uncap,1.0,218.55592727661133,967.8136110305786,478.30164432525635
mps-uncap,0.5,0.060558319091796875,0.05626678466796875,0.052094459533691406
mps-uncap,0.6,0.05888938903808594,0.05435943603515625,1.2018680572509766
mps-uncap,0.7,0.057220458984375,0.05555152893066406,5.29026985168457
mps-uncap,0.1,0.06377696990966797,0.06341934204101562,0.062465667724609375
mps-uncap,0.2,0.05984306335449219,0.06031990051269531,0.05221366882324219
mps-uncap,0.3,0.05984306335449219,0.05936622619628906,0.05269050598144531
mps-uncap,0.4,0.0591278076171875,0.05507469177246094,0.050067901611328125
