mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,30.22146224975586,17.92001724243164,11.877298355102539
mps-uncap,0.9,50.16660690307617,24.677038192749023,12.35353946685791
mps-uncap,1.0,51.03158950805664,27.983546257019043,12.742161750793457
mps-uncap,0.5,18.177032470703125,11.805415153503418,11.12353801727295
mps-uncap,0.6,19.576430320739746,11.963844299316406,11.28685474395752
mps-uncap,0.7,22.570133209228516,13.674736022949219,11.53707504272461
mps-uncap,0.1,23.843884468078613,11.827945709228516,10.759472846984863
mps-uncap,0.2,24.297595024108887,11.890411376953125,10.75124740600586
mps-uncap,0.3,22.736430168151855,11.938810348510742,10.766744613647461
mps-uncap,0.4,18.49544048309326,11.866569519042969,10.826349258422852
