mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,106.69498443603516,61.26213073730469,60.13221740722658
mps-uncap,0.9,302.70814895629906,153.9989948272705,150.2838611602784
mps-uncap,1.0,1162.7219200134277,3314.0876531600966,1478.9519309997559
mps-uncap,0.5,42.12183952331544,24.754142761230476,24.609661102294925
mps-uncap,0.6,50.90391635894777,29.839801788330085,31.428933143615723
mps-uncap,0.7,62.184715270996186,38.12670707702637,37.48807907104492
mps-uncap,0.1,25.395560264587402,13.077640533447266,11.26363277435303
mps-uncap,0.2,30.414438247680664,17.38877296447754,15.107154846191406
mps-uncap,0.3,35.7292652130127,20.984792709350593,18.199443817138672
mps-uncap,0.4,36.73882484436036,22.203397750854492,21.086740493774414
