mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,57.87125587463378,32.22463130950928,13.124628067016602
mps-uncap,0.9,59.06526565551758,32.877793312072754,13.35329532623291
mps-uncap,1.0,55.954523086547844,33.21628093719483,13.641073703765871
mps-uncap,0.5,49.88832950592042,25.811774730682355,12.591705322265625
mps-uncap,0.6,50.57917594909669,29.677705764770504,12.898075580596924
mps-uncap,0.7,51.38618469238282,30.714035034179688,13.07374000549316
mps-uncap,0.1,29.599485397338857,17.834613323211677,11.891577243804932
mps-uncap,0.2,37.861521244049065,20.783934593200684,11.920194625854492
mps-uncap,0.3,40.47513484954829,22.46500968933105,12.030601501464844
mps-uncap,0.4,46.91956281661988,26.15945816040039,12.2475004196167
