mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,0.012636184692382812,0.011444091796875,0.011444091796875
mps-uncap,0.9,0.014066696166992188,0.011682510375976562,0.011682510375976562
mps-uncap,1.0,0.016927719116210938,0.011205673217773438,0.012874603271484375
mps-uncap,0.5,0.012874603271484375,0.012159347534179688,0.010013580322265625
mps-uncap,0.6,0.012874603271484375,0.012159347534179688,0.01049041748046875
mps-uncap,0.7,0.012874603271484375,0.011920928955078125,0.010967254638671875
mps-uncap,0.1,0.02574920654296875,0.020503997802734375,0.022172927856445312
mps-uncap,0.2,0.027418136596679688,0.012874603271484375,0.012159347534179688
mps-uncap,0.3,0.020503997802734375,0.01239776611328125,0.01239776611328125
mps-uncap,0.4,0.0133514404296875,0.01239776611328125,0.011920928955078125
