mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,152.534658908844,101.46367549896233,86.36618614196782
mps-uncap,0.9,604.1855716705322,342.6969790458679,283.7405562400819
mps-uncap,1.0,1383.3418846130367,4281.172811985017,1658.9622068405151
mps-uncap,0.5,42.36103534698497,29.697706699371217,30.81933259963985
mps-uncap,0.6,107.89282083511367,38.661551475524895,44.83962774276732
mps-uncap,0.7,81.55521869659424,53.05600166320801,48.4288692474365
mps-uncap,0.1,9.702003002166705,5.2918577194213965,9.26647424697876
mps-uncap,0.2,21.25735759735107,10.573468208312985,10.704259872436523
mps-uncap,0.3,24.574153423309248,15.51744937896727,15.72146415710452
mps-uncap,0.4,27.64680624008179,18.284978866577152,22.393245697021484
