mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,320.2993869781494,144.08016204833984,131.88886642456055
mps-uncap,0.9,679.3780326843262,403.17249298095703,317.608118057251
mps-uncap,1.0,1498.9569187164307,4448.105096817017,1723.137378692627
mps-uncap,0.5,61.47193908691406,66.31898880004883,42.1137809753418
mps-uncap,0.6,156.19349479675293,110.3370189666748,61.765193939208984
mps-uncap,0.7,136.04164123535156,102.97417640686035,65.0339126586914
mps-uncap,0.1,25.206565856933594,8.412361145019531,17.983436584472656
mps-uncap,0.2,24.505615234375,13.811349868774414,16.830921173095703
mps-uncap,0.3,38.73109817504883,24.006128311157227,36.38815879821777
mps-uncap,0.4,38.49482536315918,28.18465232849121,48.35987091064453
