mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,0.039577484130859375,0.031948089599609375,0.02956390380859375
mig,0.6,21.775245666503906,21.079063415527344,3.71551513671875
mps-uncap,0.7,9.688377380371094,0.0362396240234375,0.9937286376953125
mig,0.7,45.42684555053711,56.102752685546875,7.907390594482422
mps-uncap,0.8,29.717445373535156,5.30552864074707,6.126761436462402
mig,0.8,56.02765083312988,94.14863586425781,14.188051223754883
mps-uncap,0.9,56.98513984680176,12.329936027526855,13.549566268920898
mig,0.9,207.95273780822754,223.35851192474365,30.34353256225586
mps-uncap,1.0,199.21326637268066,40.52579402923584,1449.988603591919
mig,1.0,1142.336368560791,1508.0223083496094,296.84603214263916
mps-uncap,1.1,1888.1596326828003,157.33647346496582,9194.711089134216
mig,1.1,5216.105699539185,5369.580507278442,6013.468265533447
mps-uncap,1.2,6920.010805130005,628.0233860015869,12883.672833442688
mig,1.2,9495.387077331543,10741.903185844421,7267.653465270996
mps-uncap,1.3,9574.655055999756,1347.6240634918213,16873.63576889038
mig,1.3,9442.096948623657,10505.462646484375,8885.965824127197
