mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,173.47967624664307,138.0330801010133,51.595578193664544
mig,0.6,323.1365585327147,355.91720581054676,63.20762634277344
mps-uncap,0.7,245.30136108398472,186.95774078369135,50.889294147491455
mig,0.7,353.651905059815,604.1526889801025,75.76071023941037
mps-uncap,0.8,349.656810760498,195.8390569686888,126.45741462707497
mig,0.8,506.7637729644785,779.162263870239,136.27747535705564
mps-uncap,0.9,574.0923261642456,326.91624164581293,251.24486923217765
mig,0.9,1231.4275741577148,1255.419073104857,161.92238807678217
mps-uncap,1.0,1119.1667556762695,394.75872993469216,3527.979545593261
mig,1.0,2761.795949935912,3475.847210884094,720.6202769279481
mps-uncap,1.1,4105.756511688232,1101.1499118804934,19141.451761722565
mig,1.1,9985.03606081009,11927.75671005249,10945.41221857071
mps-uncap,1.2,13054.375052452087,2597.1179389953613,27689.799938201904
mig,1.2,18066.715044975277,14895.130302906036,15281.942529678343
mps-uncap,1.3,18803.64468574524,4845.826556682587,33736.44548416138
mig,1.3,19721.18055343628,21155.836627483368,19988.27777862549
