mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,59.31663513183594,54.986000061035156,12.08360195159913
mig,0.6,65.32721519470215,71.22511863708496,11.174678802490234
mps-uncap,0.7,65.14635086059572,55.88173866271973,12.309408187866216
mig,0.7,65.27352333068848,71.5667724609375,11.135077476501465
mps-uncap,0.8,63.03234100341797,58.864665031433105,14.362835884094238
mig,0.8,65.13075828552246,71.34759426116943,11.026334762573242
mps-uncap,0.9,68.1365966796875,58.652520179748535,14.126300811767578
mig,0.9,64.97502326965332,71.61736488342285,10.938644409179688
mps-uncap,1.0,64.44740295410156,59.94102954864502,16.616296768188477
mig,1.0,65.01364707946777,71.6094970703125,10.840654373168945
mps-uncap,1.1,64.43068981170654,59.92593765258789,17.554521560668952
mig,1.1,64.98661041259766,71.55876159667969,10.730481147766113
mps-uncap,1.2,64.5449161529541,59.926652908325195,17.596149444580078
mig,1.2,64.40105438232422,71.40469551086426,10.389852523803713
mps-uncap,1.3,64.62841033935547,59.96260643005371,17.771387100219727
mig,1.3,65.49129486083984,71.82862758636475,10.894489288330078
