mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,211.72451972961426,182.39355087280273,78.36365699768066
mig,0.6,426.5022277832031,509.1736316680908,108.66189002990723
mps-uncap,0.7,317.5210952758789,236.55343055725098,81.81953430175781
mig,0.7,498.14867973327637,678.3921718597412,120.15771865844727
mps-uncap,0.8,476.1474132537842,240.234375,212.72873878479004
mig,0.8,598.5288619995117,976.6860008239746,183.59732627868652
mps-uncap,0.9,649.0912437438965,414.3664836883545,403.60403060913086
mig,0.9,1402.5533199310303,1401.6873836517334,195.88494300842285
mps-uncap,1.0,1313.9257431030273,486.9039058685303,3623.5570907592773
mig,1.0,3108.790397644043,3623.795747756958,792.0792102813721
mps-uncap,1.1,4321.738243103027,1208.5554599761963,19423.546075820923
mig,1.1,10097.43332862854,12267.920732498169,11030.785083770752
mps-uncap,1.2,13347.434043884277,2715.221881866455,27913.578033447266
mig,1.2,18217.241048812866,15083.94742012024,15359.683752059937
mps-uncap,1.3,19016.288995742798,4942.371129989624,34012.31384277344
mig,1.3,19858.06918144226,21292.959928512573,20253.69954109192
