mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,52.20651626586914,37.77647018432617,8.594989776611328
mig,0.6,85.04009246826172,91.27449989318848,13.952016830444336
mps-uncap,0.7,64.71681594848633,47.55711555480957,9.615182876586914
mig,0.7,108.28661918640137,126.22451782226562,18.10908317565918
mps-uncap,0.8,80.5671215057373,56.77628517150879,15.467047691345215
mig,0.8,118.75557899475098,164.26408290863037,24.304747581481934
mps-uncap,0.9,111.1912727355957,60.88721752166748,22.768497467041016
mig,0.9,271.38519287109375,293.892502784729,40.57121276855469
mps-uncap,1.0,259.51671600341797,95.38567066192627,1461.0710144042969
mig,1.0,1206.7928314208984,1579.0009498596191,306.8346977233887
mps-uncap,1.1,1947.1272230148315,215.53564071655273,9205.730319023132
mig,1.1,5281.082987785339,5440.2101039886475,6023.487091064453
mps-uncap,1.2,6981.569290161133,684.8814487457275,12897.066831588745
mig,1.2,9558.768272399902,10812.38317489624,7277.704477310181
mps-uncap,1.3,9637.88890838623,1406.7901372909546,16885.889768600464
mig,1.3,9505.446434020996,10575.92225074768,8895.961999893188
