mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,0.014781951904296875,0.015020370483398438,0.011444091796875
mig,0.6,0.01430511474609375,0.014543533325195312,0.013113021850585938
mps-uncap,0.7,0.014066696166992188,0.015020370483398438,0.011444091796875
mig,0.7,0.014543533325195312,0.014543533325195312,0.013113021850585938
mps-uncap,0.8,0.014066696166992188,0.015735626220703125,0.011920928955078125
mig,0.8,0.014066696166992188,0.014781951904296875,0.01239776611328125
mps-uncap,0.9,0.014543533325195312,0.01430511474609375,0.011920928955078125
mig,0.9,0.014781951904296875,0.015497207641601562,0.013828277587890625
mps-uncap,1.0,0.0152587890625,0.0152587890625,0.013589859008789062
mig,1.0,0.014781951904296875,0.017642974853515625,0.013828277587890625
mps-uncap,1.1,0.014781951904296875,0.014543533325195312,0.0171661376953125
mig,1.1,0.019311904907226562,0.024557113647460938,0.015497207641601562
mps-uncap,1.2,0.016689300537109375,0.0152587890625,0.017642974853515625
mig,1.2,0.019311904907226562,0.018596649169921875,0.01430511474609375
mps-uncap,1.3,0.02002716064453125,0.016927719116210938,0.014781951904296875
mig,1.3,0.020503997802734375,0.019788742065429688,0.014781951904296875
