mode,load,0_densenet161-32,1_efficientnet_b6-16,2_mobilenet_v2-16
mps-uncap,0.6,32.58395195007324,20.422697067260742,3.991842269897461
mig,0.6,61.58590316772461,69.17047500610352,9.551525115966797
mps-uncap,0.7,32.570838928222656,20.35999298095703,4.026651382446289
mig,0.7,61.78903579711914,69.24653053283691,9.561538696289062
mps-uncap,0.8,32.6077938079834,20.42984962463379,4.049539566040039
mig,0.8,61.77473068237305,69.1382884979248,9.546279907226562
mps-uncap,0.9,32.933950424194336,20.58553695678711,4.0302276611328125
mig,0.9,61.85793876647949,69.29659843444824,9.589672088623047
mps-uncap,1.0,34.53707695007324,25.391340255737305,3.949403762817383
mig,1.0,61.85555458068848,69.36812400817871,9.56106185913086
mps-uncap,1.1,33.67280960083008,24.14107322692871,4.073619842529297
mig,1.1,62.296390533447266,69.72575187683105,9.60993766784668
mps-uncap,1.2,34.027099609375,32.018423080444336,4.064321517944336
mig,1.2,62.3774528503418,69.41771507263184,9.657144546508789
mps-uncap,1.3,44.9681282043457,20.658016204833984,5.196332931518555
mig,1.3,62.50715255737305,69.8235034942627,9.695768356323242
