mode,load,0_vgg11-32,1_squeezenet1_1-8,2_vgg19-8
mps-uncap,1.0,1893.7550897966878,474.03209246730563,406.5332587869132
mig,1.0,1292.2547564030342,2357.915948880214,341.46636274547006
