mode,load,0_vgg11-32,1_squeezenet1_1-8,2_vgg19-8
mps-uncap,1.0,18.339662551879883,23.30758571624756,24.25946235656739
mig,1.0,27.17041969299316,3.9520263671875,24.17472839355468
