mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_resnet152-32,3_squeezenet1_0-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
