mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,67.23403930664062,61.708688735961914,129.06432151794434
mps-uncap,0.9,113.90423774719238,141.3094997406006,209.6843719482422
mps-uncap,1.0,1499.2258548736572,283.02597999572754,1499.7825622558594
mps-uncap,0.5,23.565053939819336,23.789167404174805,77.43000984191895
mps-uncap,0.6,31.659603118896484,52.71148681640625,77.55661010742188
mps-uncap,0.7,47.394514083862305,52.20651626586914,125.34022331237793
mps-uncap,0.1,9.377241134643555,11.51895523071289,22.559404373168945
mps-uncap,0.2,11.636018753051758,14.652013778686523,38.27548027038574
mps-uncap,0.3,17.66657829284668,16.74628257751465,39.16168212890625
mps-uncap,0.4,30.02333641052246,16.22748374938965,49.825191497802734
