mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,61.67888641357422,58.15291404724121,117.0656681060791
mps-uncap,0.9,104.80976104736328,134.9787712097168,196.7318058013916
mps-uncap,1.0,1492.417335510254,275.0251293182373,1486.5217208862305
mps-uncap,0.5,19.155502319335938,19.011259078979492,65.84286689758301
mps-uncap,0.6,24.984121322631836,46.16355895996094,64.87035751342773
mps-uncap,0.7,38.826704025268555,47.90759086608887,113.15703392028809
mps-uncap,0.1,4.6558380126953125,6.952524185180664,11.32345199584961
mps-uncap,0.2,8.129596710205078,8.806705474853516,27.55880355834961
mps-uncap,0.3,15.362739562988281,9.012699127197266,28.157711029052734
mps-uncap,0.4,22.09758758544922,10.904312133789062,38.405418395996094
