mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,0.9963512420654297,1.3532638549804688,10.773420333862305
mps-uncap,0.9,1.0063648223876953,1.3461112976074219,10.759115219116211
mps-uncap,1.0,1.027822494506836,1.3511180877685547,10.793209075927734
mps-uncap,0.5,0.9934902191162109,1.3420581817626953,10.71476936340332
mps-uncap,0.6,1.0001659393310547,1.3384819030761719,10.710954666137695
mps-uncap,0.7,1.0089874267578125,1.3403892517089844,10.714292526245117
mps-uncap,0.1,1.0242462158203125,1.3437271118164062,10.70713996887207
mps-uncap,0.2,1.0075569152832031,1.3432502746582031,10.631322860717773
mps-uncap,0.3,1.0161399841308594,1.3298988342285156,10.707378387451172
mps-uncap,0.4,1.0085105895996094,1.3396739959716797,10.671138763427734
