mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,7.096290588378906,7.267594337463379,22.192716598510742
mps-uncap,0.9,10.268688201904297,12.591004371643066,40.09866714477539
mps-uncap,1.0,432.9066276550293,27.25052833557129,521.9316482543945
mps-uncap,0.5,2.9778480529785156,2.911686897277832,11.855483055114746
mps-uncap,0.6,4.025816917419434,4.226088523864746,12.381792068481445
mps-uncap,0.7,5.592584609985352,6.152153015136719,17.843961715698242
mps-uncap,0.1,2.790212631225586,2.895355224609375,10.854601860046387
mps-uncap,0.2,2.815365791320801,2.7027130126953125,10.96200942993164
mps-uncap,0.3,2.8597116470336914,2.8138160705566406,11.258602142333984
mps-uncap,0.4,2.8263330459594727,2.899765968322754,11.567115783691406
