mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,36.33129358291626,33.46588611602782,88.24349880218506
mps-uncap,0.9,75.07641792297369,95.26758670806885,172.53565788269043
mps-uncap,1.0,1458.6513614654548,205.96221685409523,1458.9281058311446
mps-uncap,0.5,15.596976280212402,14.453265666961666,43.99547576904296
mps-uncap,0.6,15.998787879943858,23.365659713744996,48.997240066528306
mps-uncap,0.7,28.62954378128052,31.68065071105955,86.21165275573718
mps-uncap,0.1,7.575316429138182,8.242230415344238,19.724500179290775
mps-uncap,0.2,8.222763538360594,9.042191505432143,24.3404960632324
mps-uncap,0.3,10.743160247802749,9.990873336791987,29.27029609680175
mps-uncap,0.4,12.883150577545187,11.481223106384274,37.95025587081908
