mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,0.9677410125732422,1.333475112915039,10.712385177612305
mps-uncap,0.9,0.9789466857910156,1.3251304626464844,10.734319686889648
mps-uncap,1.0,0.9753704071044922,1.3391971588134766,10.761499404907227
mps-uncap,0.5,0.9717941284179688,1.3306140899658203,10.696172714233398
mps-uncap,0.6,0.9696483612060547,1.3279914855957031,10.67662239074707
mps-uncap,0.7,0.972747802734375,1.329183578491211,10.659217834472656
mps-uncap,0.1,0.9968280792236328,1.3310909271240234,10.680198669433594
mps-uncap,0.2,0.9799003601074219,1.3298988342285156,10.617494583129883
mps-uncap,0.3,0.9815692901611328,1.317739486694336,10.672330856323242
mps-uncap,0.4,0.9791851043701172,1.3275146484375,10.656118392944336
