mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,0.00858306884765625,0.008821487426757812,0.010967254638671875
mps-uncap,0.9,0.00858306884765625,0.009298324584960938,0.010013580322265625
mps-uncap,1.0,0.009298324584960938,0.010251998901367188,0.011444091796875
mps-uncap,0.5,0.009059906005859375,0.009775161743164062,0.011205673217773438
mps-uncap,0.6,0.010013580322265625,0.01049041748046875,0.011205673217773438
mps-uncap,0.7,0.008821487426757812,0.010013580322265625,0.010251998901367188
mps-uncap,0.1,0.01239776611328125,0.012636184692382812,0.019073486328125
mps-uncap,0.2,0.010013580322265625,0.010967254638671875,0.01239776611328125
mps-uncap,0.3,0.01049041748046875,0.010728836059570312,0.01239776611328125
mps-uncap,0.4,0.010013580322265625,0.01049041748046875,0.011682510375976562
