mode,load,0_squeezenet1_1-4,1_squeezenet1_1-8,2_vgg19-16
mps-uncap,0.8,0.9151697158813477,0.28574466705322266,10.018467903137207
mps-uncap,0.9,4.952907562255859,6.37364387512207,27.399539947509766
mps-uncap,1.0,426.455020904541,20.56431770324707,509.30845737457275
mps-uncap,0.5,0.04267692565917969,0.04267692565917969,0.04887580871582031
mps-uncap,0.6,0.042438507080078125,0.04291534423828125,0.2378225326538086
mps-uncap,0.7,0.045299530029296875,0.04458427429199219,6.026506423950195
mps-uncap,0.1,0.05364418029785156,0.05626678466796875,0.05984306335449219
mps-uncap,0.2,0.04839897155761719,0.04673004150390625,0.05745887756347656
mps-uncap,0.3,0.0476837158203125,0.04839897155761719,0.053882598876953125
mps-uncap,0.4,0.04553794860839844,0.04744529724121094,0.05364418029785156
