mode,load,0_efficientnet_b6-32,1_resnet152-16,2_resnet18-8
mps-uncap,0.8,35.64858436584473,13.956785202026367,1.5635490417480469
mps-uncap,0.9,35.85243225097656,13.844728469848633,1.5821456909179688
mps-uncap,1.0,36.45825386047363,13.978958129882812,1.5914440155029297
mps-uncap,0.5,35.59994697570801,13.940572738647461,1.5683174133300781
mps-uncap,0.6,35.58945655822754,13.898134231567383,1.573801040649414
mps-uncap,0.7,35.63117980957031,13.84282112121582,1.573801040649414
mps-uncap,0.1,35.71653366088867,14.001846313476562,1.5842914581298828
mps-uncap,0.2,35.71629524230957,13.898134231567383,1.5783309936523438
mps-uncap,0.3,35.616159439086914,13.837814331054688,1.5671253204345703
mps-uncap,0.4,35.69960594177246,13.921499252319336,1.5666484832763672
