mode,load,0_efficientnet_b6-32,1_resnet152-16,2_resnet18-8
mps-uncap,0.8,0.015020370483398438,0.01239776611328125,0.010251998901367188
mps-uncap,0.9,0.015497207641601562,0.012636184692382812,0.0095367431640625
mps-uncap,1.0,0.015735626220703125,0.012636184692382812,0.010013580322265625
mps-uncap,0.5,0.015020370483398438,0.0133514404296875,0.010013580322265625
mps-uncap,0.6,0.015735626220703125,0.0133514404296875,0.010251998901367188
mps-uncap,0.7,0.015497207641601562,0.013113021850585938,0.0095367431640625
mps-uncap,0.1,0.019550323486328125,0.027418136596679688,0.017404556274414062
mps-uncap,0.2,0.022649765014648438,0.017881393432617188,0.010728836059570312
mps-uncap,0.3,0.015735626220703125,0.012636184692382812,0.01049041748046875
mps-uncap,0.4,0.014543533325195312,0.0133514404296875,0.010967254638671875
