mode,load,0_efficientnet_b6-32,1_resnet152-16,2_resnet18-8
mps-uncap,0.8,729.388952255249,276.75938606262207,62.3629093170166
mps-uncap,0.9,645.8899974822998,643.7172889709473,140.23208618164062
mps-uncap,1.0,1629.1685104370117,1118.2663440704346,300.3120422363281
mps-uncap,0.5,178.01594734191895,164.961576461792,35.51459312438965
mps-uncap,0.6,261.03782653808594,131.86001777648926,41.6874885559082
mps-uncap,0.7,424.87287521362305,172.2400188446045,55.96208572387695
mps-uncap,0.1,106.63866996765137,42.97184944152832,16.153573989868164
mps-uncap,0.2,93.77765655517578,43.627023696899414,17.187833786010742
mps-uncap,0.3,136.55757904052734,89.50662612915039,30.736446380615234
mps-uncap,0.4,120.91708183288574,110.63051223754883,25.56633949279785
