mode,load,0_densenet161-2,1_efficientnet_b5-4,2_resnet152-16
mps-uncap,0.8,85.72077580929319,181.2982034357635,663.8669649750375
mps-uncap,0.9,95.24036037384661,203.83938995740132,674.4129949693697
mps-uncap,1.0,96.35936513460943,230.11137842346915,690.3655177393853
mps-uncap,0.5,53.158061963134244,115.58044186841744,408.71717564037897
mps-uncap,0.6,66.07330020156657,142.25228240567822,493.2697380523061
mps-uncap,0.7,72.81861752413076,159.19034403425707,559.0226566867647
mps-uncap,0.1,10.868767930165882,25.82232076931227,81.77434968112937
mps-uncap,0.2,21.193174232712977,44.19657056447439,151.2395043748492
mps-uncap,0.3,31.81501801071295,67.88267594667236,250.60238814289872
mps-uncap,0.4,43.383640175026144,89.44072875925514,332.8897456955692
