mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,676.9964694976807,232.1302890777588,187.00098991394043
mps-uncap,0.9,773.9970684051514,387.86768913269043,336.70735359191895
mps-uncap,1.0,1373.2028007507324,497.76554107666016,323.6246109008789
mps-uncap,0.5,189.83936309814453,36.9260311126709,55.069684982299805
mps-uncap,0.6,154.1156768798828,50.11129379272461,66.36619567871094
mps-uncap,0.7,370.0904846191406,82.84282684326172,133.436918258667
mps-uncap,0.1,11.873006820678711,4.325628280639648,9.464740753173828
mps-uncap,0.2,98.92606735229492,22.3388671875,26.95298194885254
mps-uncap,0.3,119.92835998535156,13.10276985168457,41.19706153869629
mps-uncap,0.4,87.6321792602539,23.233413696289062,67.37565994262695
