mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,30.996322631835938,0.7578134536743164,9.51075553894043
mps-uncap,0.9,117.07866191864014,15.399694442749023,29.361248016357422
mps-uncap,1.0,172.4090576171875,43.94936561584473,37.74917125701904
mps-uncap,0.5,0.05817413330078125,0.04863739013671875,0.050067901611328125
mps-uncap,0.6,0.05745887756347656,0.0476837158203125,0.05340576171875
mps-uncap,0.7,0.06222724914550781,0.04887580871582031,2.368450164794922
mps-uncap,0.1,0.059604644775390625,0.05698204040527344,0.06008148193359375
mps-uncap,0.2,0.058531761169433594,0.050067901611328125,0.05745887756347656
mps-uncap,0.3,0.05984306335449219,0.050067901611328125,0.05340576171875
mps-uncap,0.4,0.06103515625,0.04982948303222656,0.05078315734863281
