mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,202.54372505924314,97.40183362771909,731.7928846874864
mps-uncap,0.9,212.5801665818206,110.7142361616729,872.4556479183927
mps-uncap,1.0,247.5909313966363,123.972801870144,881.7498437583366
mps-uncap,0.5,119.8573844834848,59.77554130234123,448.15379232324943
mps-uncap,0.6,141.3482958338455,74.02453244896816,537.5899652730396
mps-uncap,0.7,177.60671676504217,84.34792994682786,629.7923725955197
mps-uncap,0.1,26.419726178532322,13.911931652409562,89.15164981314025
mps-uncap,0.2,48.415390624548444,24.238085346829575,185.94502513642956
mps-uncap,0.3,79.73815741775681,35.74363225280455,269.75257261271855
mps-uncap,0.4,98.52766458795953,50.088627113237536,369.15911995364706
