mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,564.4585227966311,165.6883931159971,130.70776939392084
mps-uncap,0.9,804.1568922996521,358.7117576599121,256.8767642974851
mps-uncap,1.0,1309.8095655441284,468.40689182281506,293.858070373535
mps-uncap,0.5,216.42971038818357,35.29578447341919,51.04426383972167
mps-uncap,0.6,207.45874881744382,36.77767753601073,57.93599605560315
mps-uncap,0.7,393.350076675415,65.4030299186705,95.73596000671387
mps-uncap,0.1,77.89991855621336,12.037744522094723,20.0738787651062
mps-uncap,0.2,116.21713638305698,19.942646026611264,26.423740386962855
mps-uncap,0.3,151.61880493164065,20.47391176223755,37.846922874450684
mps-uncap,0.4,154.79476928710915,22.221698760986392,44.61129903793324
