mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,91.57800674438477,8.564591407775879,14.47749137878418
mps-uncap,0.9,118.50166320800781,14.211177825927734,15.13671875
mps-uncap,1.0,123.31247329711914,14.82534408569336,15.317201614379883
mps-uncap,0.5,65.27304649353027,6.043791770935059,10.825157165527344
mps-uncap,0.6,68.77613067626953,5.922794342041016,10.98489761352539
mps-uncap,0.7,80.18755912780762,6.434440612792969,11.60287857055664
mps-uncap,0.1,48.49696159362793,5.942344665527344,10.794758796691895
mps-uncap,0.2,48.81465435028076,5.885124206542969,10.800838470458984
mps-uncap,0.3,57.68442153930664,5.904197692871094,10.775566101074219
mps-uncap,0.4,58.684706687927246,5.954265594482422,10.793924331665039
